age,bachelor_degree,hh_income,home_GEOID,home_geo_index,main_mode,male,motif,pop_per_sqmile_home,work_GEOID,work_geo_index
28,1,9,250250709001,1337,0,0,HWH,1500,250250104041,423
46,1,8,250214008003,30,0,0,HOH,300,250250703001,857
63,0,5,250173586001,165,0,1,HWOWH,750,250173336001,1585
32,1,10,250214180031,1592,0,1,HWH,1500,250250106001,437
35,0,8,250173322004,1565,0,0,HWH,750,250250606001,758
27,1,8,250250102034,1334,0,0,HOH,3000,250250107013,443
49,0,3,250214123004,850,0,0,HWH,7000,250214153002,474
30,0,4,250250102034,1334,0,0,H,1500,250250303003,565
42,0,8,250173533002,828,0,1,HWH,750,250173524002,202
46,0,9,250251401061,1374,0,0,HOH,750,250250901001,247
23,1,8,250250712011,79,-99,1,HWH,30000,250250303002,563
26,1,6,250250303001,561,0,0,HWH,7000,250250701018,854
27,0,5,250173511003,1528,0,1,HWOH,750,250250701018,854
33,1,8,250173502006,800,0,1,HOH,300,250250404012,589
70,1,5,250250501013,1098,0,1,HWH,3000,250250701018,854
29,1,8,250250801002,83,3,0,HWH,17000,250250805002,91
60,0,2,250173538003,265,-99,0,HWOWH,17000,250214035001,201
63,1,10,250173411022,523,0,0,H,3000,250214024006,179
26,0,6,250251701001,1407,0,0,HWH,750,250250701018,854
26,1,8,250250008024,1010,0,1,HWH,1500,250173540003,293
40,0,10,250251105012,1021,-99,0,H,1500,250214177013,625
46,1,6,250092072001,1483,-99,0,HWH,300,250092068002,240
41,1,7,250173547002,309,0,0,H,750,250250106001,437
58,0,7,250251004002,1122,0,1,HOH,7000,250250303003,565
26,1,8,250173333003,1577,0,1,HWH,1500,250173736002,788
71,1,8,250251708004,1437,0,1,HOH,1500,250250103001,1078
44,1,9,250214180023,881,0,1,HOH,1500,250214177013,625
73,1,10,250250821002,1054,-99,1,H,300,250214228004,942
17,0,9,250173384001,1232,2,1,HOH,7000,250173531022,219
49,1,8,250214162004,482,0,1,HOH,17000,250173537004,257
35,1,6,250214161021,863,1,0,HWH,7000,250250103002,1079
45,1,8,250173577003,149,0,1,HWH,750,250173524002,202
60,1,8,250173738003,790,3,0,HWH,7000,250250702001,855
70,1,5,250173331005,1571,0,0,H,750,250259813002,1460
48,1,9,250251401051,1372,0,0,HOH,3000,250250107021,445
26,1,6,250214008003,30,0,0,HWH,7000,250250103002,1079
28,1,9,250173521021,738,3,1,HWH,17000,250250701018,854
40,1,5,250251303005,1361,0,0,HWH,3000,250250304002,1093
29,1,7,250251705012,1425,3,1,HOH,3000,250214191001,4
48,1,9,250173549001,311,-99,1,HOH,750,250173543003,300
58,1,11,250251301007,1353,0,1,HWH,300,250214035001,201
27,1,10,250214164001,865,-99,0,HOH,17000,250250921015,355
58,0,3,250173567025,132,0,0,HWH,3000,250173736002,788
16,0,10,250251804002,1189,0,0,HOH,1500,250250107011,1085
24,1,8,250250005044,1308,2,1,HWH,3000,250250810011,105
62,0,7,250173738001,540,0,0,HWH,1500,250173537004,257
54,0,5,250173581002,155,0,1,H,1500,250250408013,597
46,1,10,250173421013,1514,-99,0,HOH,1500,250250203032,553
26,1,8,250250917002,335,0,1,HWH,1500,250250922001,357
60,1,11,250173587003,172,3,0,HWH,30000,250173393003,1247
32,1,10,250251007001,1126,3,1,HWH,30000,250250701012,849
29,1,8,250250406002,1097,0,1,H,7000,250250701011,847
44,1,9,250173422011,1531,-99,0,H,3000,250250806011,93
49,1,7,250092063002,1229,0,0,HWH,1500,250173382002,1510
42,1,6,250173523001,742,0,0,HOH,750,250250008032,1327
23,1,6,250173364012,48,3,0,HOH,30000,250173334001,1578
24,1,8,250251704004,1423,2,1,HWH,3000,250250702003,856
49,0,6,250173563001,662,0,1,HWH,17000,250173691004,394
29,1,5,250092059002,1500,0,0,HOH,7000,250250104033,421
29,1,8,250214225021,944,0,1,H,7000,250250103002,1079
28,0,8,250251304022,1363,0,1,HOH,300,250251802001,1187
49,1,11,250173331004,626,-99,1,H,3000,250173736002,788
43,1,11,250250708001,1335,3,1,HWH,17000,250173523002,822
52,1,8,250173567016,124,0,0,HWH,7000,250173529001,211
45,1,10,250173504002,584,0,0,HOH,7000,250173537004,257
34,1,7,250250510001,725,2,0,HWH,30000,250250711013,77
58,1,11,250214004001,186,0,0,HOH,1500,250250810011,105
29,1,5,250251007005,1127,0,1,HOH,3000,250173394004,1250
54,1,10,250173540003,293,0,0,HOH,300,250250303002,563
20,0,11,250214006002,956,-99,1,H,1500,250214173001,507
26,1,6,250250104081,431,0,1,HWH,3000,250250008032,1327
40,1,8,250092054001,1208,0,1,HOH,300,250092061001,1225
46,1,8,250214182003,2,0,0,HOH,300,250251006032,894
51,1,7,250251705011,1424,0,0,H,750,250251704004,1423
26,1,8,250250003022,971,0,0,HWH,7000,250250006022,1312
20,0,7,250251204005,1342,2,1,HOH,1500,250251403003,1383
49,1,6,250173324001,1567,-99,1,H,17000,250173322003,621
36,1,8,250092053001,1205,2,1,HWOH,17000,250173543003,300
51,1,6,250214008003,30,-99,1,HOH,7000,250250810011,105
16,0,7,250173524001,200,2,1,H,1500,250173525001,823
30,1,9,250251106012,1029,0,1,HWH,300,250173537001,251
16,0,10,250214178011,633,0,0,HOH,1500,250214177013,625
28,1,6,250173398023,519,0,1,HOWOH,1500,250173391001,1238
46,1,6,250251011012,916,-99,0,HWH,300,250250806013,1038
32,1,8,250250919002,339,0,0,HWH,7000,250250106001,437
28,1,7,250173505001,590,0,0,HWH,300,250173587001,170
20,0,7,250250709001,1337,0,1,HWH,3000,250250102032,1333
27,1,5,250235012023,174,0,0,HWH,3000,250250107021,445
38,1,10,250235012023,174,0,0,HOH,750,250235012023,174
31,1,7,250214164002,490,-99,0,HOH,3000,250173584001,159
23,1,8,250173411025,1295,-99,1,HWH,30000,250173413002,1301
48,0,3,250173583001,157,0,1,HWH,7000,250173542002,297
28,1,11,250214177014,627,-99,1,H,17000,250214161013,477
38,1,10,250173702012,403,0,0,HOH,750,250173531022,219
58,0,6,250251003003,1119,0,1,HWOWH,3000,250173512034,705
31,1,8,250173371021,60,0,0,HWH,7000,250173381001,500
30,1,8,250173511001,699,0,0,HWH,300,250173748002,730
18,0,8,250250605012,1109,2,1,HOH,30000,250250303002,563
31,1,10,250251006031,893,2,0,HWH,17000,250250801001,81
62,1,11,250092064004,1261,3,1,H,17000,250092071001,249
34,1,1,250251302004,1157,0,1,HWH,1500,250173742002,562
33,0,4,250250818001,222,0,1,H,30000,250250303003,565
34,0,7,250173362003,29,0,1,HWH,3000,250250606001,758
46,1,10,250251401023,1456,0,1,HWH,3000,250214024006,179
30,1,8,250251708003,1436,0,0,HWH,300,250173397004,1273
38,1,11,250173683001,286,0,0,HWOWH,1500,250173521011,734
68,0,4,250214163001,486,2,0,HOH,30000,250250921013,352
36,1,7,250250915001,327,3,0,HOH,3000,250250303001,561
40,1,5,250250923001,363,0,0,HWH,3000,250250303003,565
58,0,3,250214191003,5,0,0,HWH,3000,250214181022,0
53,0,5,250251403006,1168,-99,0,HOH,750,250092068001,237
29,1,3,250251401052,1373,3,0,HOH,17000,250250810011,105
27,1,10,250250708001,1335,0,1,HOH,7000,250250101041,1330
44,1,8,250173512043,813,0,1,HWH,30000,250250006011,1000
48,1,9,250173419025,1519,0,0,HOH,3000,250250701018,854
28,1,1,250250202003,467,-99,0,HOWOH,17000,250250203011,469
21,0,3,250173546002,305,2,0,HWH,7000,250250203032,553
22,1,11,250250811001,111,0,0,HOH,750,250259812021,1458
16,0,7,250214176021,619,2,1,H,1500,250173530002,213
25,0,7,250173512031,703,0,1,HWH,750,250251603002,1394
25,0,7,250173571004,137,0,1,HWH,750,250173391005,511
58,1,1,250173549003,312,0,0,HWH,3000,250250701017,853
19,0,2,250250202001,463,0,1,HOH,7000,250173324002,1568
32,1,11,250214021012,51,3,1,HWH,30000,250173531022,219
29,1,8,250250512003,741,0,1,HWH,750,250250810011,105
23,0,6,250250911002,319,0,0,HWH,7000,250173515001,732
28,1,6,250250303002,563,0,1,HOWOH,1500,250250606001,758
25,1,9,250251011013,917,-99,0,H,17000,250173736001,468
34,0,11,250251402022,1164,0,1,HOH,17000,250250806013,1038
28,1,6,250250202001,463,2,0,HWH,30000,250173324002,1568
52,1,8,250173549003,312,0,0,HWH,750,250250303003,565
45,1,8,250173533003,229,0,1,HOH,300,250250107021,445
34,0,7,250173422022,1533,2,1,HWH,300,250173413001,1300
40,0,10,250250703002,1116,-99,0,H,1500,250250107011,1085
33,1,8,250214031006,982,3,1,HWH,7000,250250303003,565
34,0,7,250214175011,606,2,1,HWH,300,250214177023,631
68,1,11,250173412001,525,0,0,H,1500,250250806013,1038
29,1,7,250173522001,740,-99,1,H,7000,250250701018,854
16,0,10,250250006012,1309,0,0,HOH,750,250173745004,724
38,1,11,250173363003,38,3,1,HWH,750,250250107011,1085
21,0,8,250173419021,1516,0,0,HWH,300,250250104051,427
43,1,7,250092051003,1197,0,0,HOH,1500,250173524002,202
70,0,5,250173412005,1298,0,0,HOH,750,250173524002,202
17,0,5,250173391002,510,0,1,HWH,1500,250250101041,1330
66,1,11,250173391003,1239,0,0,HWH,3000,250250103002,1079
32,1,8,250173501044,549,0,0,HWH,7000,250173324002,1568
25,0,6,250173417001,533,0,1,HWH,7000,250092082002,1468
55,0,8,250173736002,788,0,1,HWH,7000,250250701018,854
55,1,11,250092059001,1221,-99,1,H,1500,250092070001,1479
49,1,5,250250703003,858,0,0,HWH,1500,250250008032,1327
64,0,4,250173735004,466,0,1,HWH,1500,250250008032,1327
32,1,9,250173331005,1571,3,0,HWH,17000,250173384001,1232
63,0,5,250173397002,517,0,1,HWOWH,750,250251604001,1395
74,1,7,250214180021,1588,0,1,H,300,250251204005,1342
28,0,8,250173507006,681,0,1,HOH,300,250173536005,248
32,1,7,250250603012,748,0,1,HOH,7000,250250701018,854
39,1,11,250173685002,770,0,1,HOH,7000,250173685001,364
62,1,7,250250201013,461,2,0,HWH,750,250173531022,219
27,0,3,250214011003,41,-99,0,HOH,7000,250250408013,597
70,0,8,250250510001,725,0,1,HWH,750,250259812021,1458
33,1,10,250214123004,850,-99,0,HOH,1500,250250701018,854
53,1,8,250173502002,796,0,1,HOH,3000,250173540003,293
20,0,11,250214003003,184,-99,1,H,1500,250214003003,184
63,1,9,250173731005,446,0,0,H,1500,250214025001,181
54,1,6,250214191002,887,0,0,HOH,750,250214191001,4
39,1,11,250173702011,402,0,1,HOH,7000,250214123004,850
32,0,4,250173549003,312,3,0,H,17000,250173681021,285
28,1,9,250173372024,74,0,0,HWH,300,250173383002,1230
54,0,8,250173372013,66,0,1,H,1500,250250806013,1038
54,1,11,250251006011,890,0,0,HWH,7000,250250909012,279
42,1,8,250173513001,708,0,0,HOH,3000,250251403003,1383
23,1,4,250173550002,314,0,1,HWH,17000,250250701018,854
43,1,7,250251601014,1173,0,0,HOH,1500,250173322004,1565
26,1,8,250214178022,639,0,0,HWH,7000,250250701011,847
48,1,11,250173363002,650,3,0,HOH,17000,250173382002,1510
33,0,7,250214228001,940,-99,1,H,300,250214180042,883
26,1,6,250173536003,829,3,0,HOH,17000,250250106002,439
56,1,5,250250607001,1557,0,0,HOH,750,250173542002,297
49,1,10,250214021021,55,0,0,HWH,3000,250250801001,81
40,1,8,250214024006,179,0,1,HOH,7000,250173364021,50
39,1,7,250092052001,356,0,1,H,750,250250302001,559
58,1,11,250250612001,843,0,1,HWH,300,250214172001,498
44,1,6,250173411013,1291,0,0,H,3000,250250701018,854
23,1,2,250214225024,926,0,0,H,7000,250214172001,498
69,0,7,250173566012,106,0,1,HOH,750,250250702003,856
53,0,5,250173413003,528,-99,0,HOH,750,250250810011,105
48,1,11,250214003002,182,3,0,HOH,17000,250173335013,1583
19,0,8,250092084004,1476,0,1,HOH,750,250173372023,72
29,1,7,250250907003,277,-99,1,H,7000,250250911003,1062
16,0,6,250173701024,401,0,0,HOH,7000,250250102034,1334
29,0,6,250173522001,740,0,1,H,3000,250250303002,563
33,1,11,250173534002,233,0,0,HWH,30000,250173583002,158
35,1,9,250251301001,1349,0,1,HWH,7000,250214172001,498
50,1,8,250173686003,771,-99,0,HOH,7000,250250606001,758
70,1,7,250173584001,159,0,1,HOH,750,250173372022,70
30,1,8,250092071001,249,0,1,HWH,3000,250251704002,1422
21,0,4,250250104032,1081,0,0,HWH,17000,250214005003,194
16,0,5,250250811001,111,0,1,HOH,750,250250106001,437
52,1,6,250173382001,504,0,0,HWOH,3000,250250814003,127
35,1,6,250214022001,61,1,0,HWH,7000,250173537004,257
30,1,8,250173563001,662,0,1,HOH,3000,250173324002,1568
27,0,3,250092066003,1265,-99,0,HOH,7000,250250510002,728
24,0,7,250173567016,124,0,0,HOH,1500,250173528002,210
62,1,11,250250201012,459,3,1,H,17000,250250810011,105
47,0,4,250250809003,103,0,1,H,750,250250408012,595
29,1,9,250250403002,581,0,0,H,7000,250250106001,437
55,0,10,250214178011,633,0,1,HWH,1500,250173703005,781
73,1,11,250214034003,198,-99,1,H,17000,250250008032,1327
20,0,7,250173504002,584,2,1,HOH,1500,250173524002,202
61,1,1,250214004002,188,0,1,HWH,1500,250250806011,93
36,0,9,250173732002,785,-99,1,H,7000,250173748001,353
48,1,11,250214226002,928,3,0,HOH,17000,250235011022,169
66,1,7,250214174003,604,0,1,HOH,750,250235012023,174
50,1,8,250251106011,1027,3,0,HWH,30000,250173567027,134
33,0,5,250214182004,3,0,1,HWH,300,250214175023,614
44,0,9,250173416002,1499,0,0,HWH,750,250173523002,822
54,1,11,250251705012,1425,0,1,HOH,7000,250173515001,732
37,0,8,250214034003,198,0,1,HWH,7000,250214025002,183
74,0,5,250250612001,843,0,0,HWH,1500,250250701018,854
63,0,8,250214164001,865,-99,0,H,1500,250214164006,493
52,0,8,250259901010,1465,0,1,HOH,1500,250250612001,843
30,0,9,250092011003,1132,0,0,HWH,300,250250106001,437
54,0,10,250173742001,793,0,1,HWH,30000,250173734002,460
58,1,11,250250406002,1097,0,1,HWH,300,250173741003,560
42,1,10,250251404006,1386,3,1,H,1500,250214025002,183
51,1,11,250250605013,755,3,1,H,750,250251402024,1380
34,0,7,250173525001,823,0,1,HWH,3000,250250101043,1331
61,1,10,250173384003,1233,0,0,HOH,300,250250909012,279
43,1,5,250250602002,746,0,1,HWH,3000,250250203011,469
26,1,8,250173400003,1284,3,1,HOH,30000,250251601013,1389
51,1,10,250250506001,709,0,0,HWH,750,250250001004,988
58,1,11,250173416005,1502,0,0,HOH,1500,250173418001,1507
53,1,11,250173525002,204,0,0,HWH,1500,250250107021,445
27,1,5,250173528002,210,0,0,HWH,3000,250173535001,1549
73,1,4,250173540003,293,0,1,HWOWH,7000,250250810011,105
32,1,10,250173513002,710,0,1,HWH,1500,250173549003,312
58,0,10,250251401052,1373,0,0,HWH,300,250173362004,31
41,1,8,250214173001,507,0,0,HOH,3000,250214035001,201
60,0,7,250214025001,181,0,0,HWH,1500,250250701011,847
30,1,8,250214172006,505,0,1,HWH,3000,250250701018,854
55,0,8,250173585002,694,0,0,HOH,1500,250173539003,290
30,1,8,250173511001,699,0,0,HWH,1500,250173537004,257
18,0,8,250173682001,769,2,1,HOH,30000,250250703001,857
29,1,8,250214006002,956,3,0,HWH,17000,250250107021,445
67,0,1,250251403003,1383,-99,1,HOH,1500,250251604001,1395
78,0,8,250250817003,218,-99,1,HWH,1500,250250909012,279
29,1,7,250251601011,1387,3,1,HOH,3000,250092047013,1195
55,0,10,250251301002,1155,0,1,HWH,1500,250251207001,1348
41,1,10,250214572004,16,3,1,HOH,300,250250612002,1112
49,1,10,250173423004,541,0,0,HWH,3000,250173422021,539
39,1,7,250250915001,327,0,0,HWH,300,250250915003,330
63,0,6,250173565003,98,0,0,H,1500,250173523002,822
66,1,8,250092084004,1476,0,1,HOH,1500,250173362004,31
54,0,5,250214171004,497,0,1,H,1500,250250102043,1077
46,1,10,250173502003,797,-99,0,HOH,1500,250250701011,847
42,0,7,250250702001,855,0,1,HWH,300,250173584001,159
38,1,10,250250701016,1114,0,0,HWH,1500,250173748002,730
24,1,11,250251605011,1175,3,0,HOH,30000,250250916003,333
44,1,7,250092055001,1210,-99,1,H,1500,250250303003,565
52,1,11,250173411013,1291,0,0,HOH,750,250250203011,469
26,1,8,250251001005,411,3,1,HOH,30000,250173398021,1277
37,0,6,250173509002,687,0,1,HWOWH,300,250250005041,998
35,1,9,250251703004,1418,-99,1,H,750,250251602001,1391
41,1,7,250250404012,589,0,0,HOH,1500,250173524002,202
26,1,8,250173702023,418,3,1,HWH,7000,250250701018,854
68,1,11,250173515002,820,0,1,HWH,750,250250806011,93
23,1,2,250214164007,494,0,0,H,7000,250250712011,79
55,0,8,250173372011,655,0,0,HOH,1500,250173335013,1583
34,1,1,250173418004,1511,0,1,HWH,1500,250173734002,460
48,1,10,250250821003,244,0,0,H,1500,250250606001,758
28,1,6,250251302002,1355,2,0,HWH,30000,250214123003,848
54,1,8,250173525001,823,0,0,HWH,750,250173525002,204
63,1,11,250173538003,265,0,0,HWOWH,3000,250250909012,279
28,1,1,250173537004,257,-99,0,HOWOH,17000,250173537004,257
42,1,8,250173322004,1565,0,0,HOH,3000,250173335013,1583
52,0,10,250173734001,458,0,1,HWH,750,250173733002,456
25,0,6,250250004021,977,0,0,HOH,17000,250214007001,960
29,1,6,250250005021,983,0,0,HWH,7000,250173733003,786
39,1,11,250173421022,538,0,0,HOH,7000,250173421024,1530
80,1,7,250251707023,1185,-99,0,HOH,17000,250250007041,1319
27,1,8,250214175021,612,0,0,HOH,3000,250251006032,894
53,0,8,250173531021,217,0,0,HWH,750,250173531022,219
29,1,6,250173681021,285,2,1,HWH,17000,250173578003,153
45,1,9,250250005043,1307,0,0,HWH,7000,250250103002,1079
63,1,6,250092054003,360,0,0,HWOH,750,250092058001,1219
56,1,5,250173747001,350,0,0,HOH,750,250173701022,399
62,0,6,250173331001,624,0,1,HWH,300,250214572001,13
58,1,11,250251004003,780,0,0,HOH,1500,250250303003,565
49,1,11,250214034003,198,-99,1,H,3000,250214572001,13
54,0,8,250173509003,689,0,1,H,1500,250250303003,565
54,1,10,250250201014,1088,0,0,HOH,300,250250203011,469
42,1,6,250250919001,1554,0,0,HOH,750,250250501012,599
69,0,6,250173418002,1508,0,0,HWH,300,250173400003,1284
41,1,8,250092053001,1205,1,1,HWH,30000,250092061001,1225
41,1,7,250250005042,1306,0,0,HOH,1500,250173335013,1583
64,0,8,250250408013,597,0,0,HWH,17000,250173501031,547
28,1,9,250173525002,204,0,0,HOH,3000,250214172001,498
42,1,9,250092060001,1223,-99,1,HWOWH,300,250173336003,1586
50,1,1,250250301002,557,0,0,HOH,3000,250173703002,422
62,1,6,250214006003,958,0,1,HOWH,3000,250250810011,105
69,0,6,250251805004,1450,0,1,HWH,1500,250250701013,1113
45,0,6,250250402001,577,0,0,HWH,7000,250251003004,1120
31,1,10,250214005002,192,2,0,HWH,17000,250173703003,424
51,1,9,250250107022,1555,0,1,HOH,750,250250701018,854
73,1,11,250173332003,1574,-99,1,H,17000,250250810011,105
28,1,6,250173501041,1546,0,1,HWH,7000,250173521021,738
39,1,11,250214004001,186,0,1,HOH,7000,250250106002,439
36,0,10,250173685003,367,0,0,HWH,300,250250007032,1318
49,1,11,250173418001,1507,0,0,HOH,7000,250250701018,854
29,0,6,250251603001,1393,0,1,H,3000,250251207001,1348
17,0,9,250250007041,1319,0,1,HOH,7000,250250303003,565
44,1,7,250251403003,1383,0,0,H,1500,250092062003,1228
34,1,4,250251401051,1372,-99,0,HOH,7000,250250006023,1313
28,1,9,250173412003,1297,0,1,HWH,300,250173522001,740
38,1,6,250251304023,1158,0,1,HWOH,3000,250214007001,960
30,0,7,250173683001,286,-99,0,H,300,250173685003,367
31,1,9,250173395001,1251,0,0,HOWOH,750,250251402011,1377
52,0,4,250173363006,651,0,0,HWOH,1500,250173424003,1538
51,1,9,250173507003,677,0,0,HWH,1500,250214172001,498
66,1,7,250173583002,158,0,1,HOH,7000,250173536005,248
30,1,6,250251705021,1183,2,1,HWH,17000,250173322004,1565
41,1,10,250250904004,273,3,0,HOH,30000,250250406001,591
69,1,8,250251401061,1374,0,0,HWH,1500,250251401061,1374
61,1,10,250214010002,35,0,1,HWH,30000,250250104041,423
29,1,8,250250818001,222,0,1,HWH,750,250250605013,755
29,1,7,250250507003,716,-99,1,H,7000,250173322003,621
27,1,10,250214179023,1587,0,1,HOH,7000,250173513001,708
40,1,10,250173353022,14,0,1,HWH,17000,250173335013,1583
54,1,11,250173331004,626,0,0,HWH,7000,250173335013,1583
29,1,7,250173546004,307,0,0,HOH,3000,250250701011,847
51,1,9,250173415003,1496,0,0,HWH,1500,250250106001,437
16,0,5,250092081021,1488,0,1,HOH,750,250251703002,1416
28,0,8,250173421011,1522,0,1,HOH,300,250173421012,1523
52,1,9,250251104031,1011,0,1,HWH,7000,250173684001,287
49,1,6,250173571001,135,-99,1,H,17000,250250701018,854
39,1,6,250173353022,14,0,1,HWOH,3000,250173424004,1539
62,1,11,250214228002,948,3,1,HWH,7000,250214180031,1592
68,1,11,250173335021,1584,0,0,H,1500,250173511005,702
44,1,7,250250917001,334,-99,0,HOH,1500,250250511011,731
59,0,10,250173540002,292,0,1,HWH,300,250173522001,740
