age,bachelor_degree,hh_income,home_GEOID,home_geo_index,main_mode,male,motif,pop_per_sqmile_home,work_GEOID,work_geo_index
45,1,5,250251103011,948,0,0,H,3000,250250701018,856
34,1,9,250173512043,821,0,0,HOH,7000,250173512033,820
23,1,8,250173415005,648,-99,1,HWH,30000,250250303004,74
50,1,8,250173550002,388,3,0,HWH,30000,250173532001,233
31,1,8,250251707011,472,0,0,H,7000,250214172001,597
33,0,4,250173393001,222,0,1,H,30000,250214172001,597
50,1,8,250173426003,619,3,0,HWH,30000,250173521021,771
23,1,8,250173414001,311,0,0,HOH,300,250173549003,384
64,0,2,250214010002,39,0,1,HOH,3000,250214007001,913
33,1,11,250173417002,569,0,0,HWH,30000,250250701018,856
49,1,5,250250703004,861,0,0,HWH,1500,250214007003,22
37,0,6,250250501011,639,0,1,HWOWH,300,250251802004,495
30,1,8,250251002001,496,0,1,HOH,3000,250250907004,323
27,0,5,250250709001,373,0,1,HWOH,750,250250008032,354
64,1,11,250250820002,251,-99,1,HWH,750,250214002003,194
39,1,7,250251101034,940,0,1,H,750,250250804012,3
31,1,7,250173527003,210,0,1,HWOH,300,250250008025,350
64,1,11,250214011003,49,-99,1,HWH,750,250214001004,798
26,1,8,250173412003,302,3,1,HOH,30000,250250303002,670
53,0,5,250214175012,708,-99,0,HOH,750,250214173002,700
53,1,7,250173547002,378,0,0,HWH,3000,250173395001,232
60,1,8,250251704001,464,3,0,HWH,7000,250250203032,665
32,1,9,250173514044,763,3,1,HWH,3000,250173509003,733
33,1,11,250173399003,631,0,0,HWH,30000,250250909012,325
61,1,10,250250705004,958,0,1,HWH,30000,250250302001,668
28,0,8,250250007011,947,0,1,HOH,300,250250701018,856
28,1,9,250173509003,733,0,1,HWH,300,250250701013,99
71,1,8,250250924004,50,0,1,HOH,1500,250173515001,765
48,0,3,250251605021,443,0,1,HWH,7000,250250701012,852
40,1,6,250250511011,764,0,0,HWH,17000,250259813002,523
45,1,7,250173546001,369,0,0,HWH,1500,250259813002,523
33,1,4,250251001005,492,3,1,H,30000,250251001005,492
37,1,4,250251708004,483,-99,1,HWOWH,7000,250250303004,74
54,1,11,250250911002,397,0,1,HOH,7000,250250303004,74
31,1,7,250173400002,632,2,1,HWH,30000,250173546004,374
55,0,6,250173537003,280,0,0,HWH,750,250173524002,203
50,0,8,250173508001,817,0,0,HWH,1500,250173537004,285
29,1,7,250250811003,138,-99,1,H,7000,250173524002,203
44,1,7,250173546004,374,0,0,H,1500,250173531011,223
22,1,11,250250106001,537,0,0,HOH,750,250250107021,542
53,0,10,250173546003,843,0,1,HOH,300,250250106001,537
60,0,8,250214163001,582,0,1,H,750,250251201051,10
26,1,8,250173412002,300,3,1,HOH,30000,250250103002,61
72,0,4,250173504002,684,0,0,H,1500,250250303003,671
30,1,8,250251202011,144,0,1,HOH,3000,250250303003,671
28,1,10,250251602001,430,1,1,HOH,17000,250250106001,537
23,0,3,250173510005,737,0,0,HWH,7000,250173549003,384
30,1,10,250251004002,113,3,1,HWH,17000,250214002003,194
38,1,8,250214174002,866,0,1,HWH,750,250250916003,409
47,1,9,250250912002,401,0,1,HOH,1500,250250303003,671
25,0,7,250251202012,16,0,1,HWH,750,250173530003,219
40,1,6,250251605011,171,0,0,HWH,17000,250173515001,765
49,1,11,250251206002,391,3,1,HOH,17000,250250701018,856
37,0,6,250173504001,682,0,1,HWH,750,250173524002,203
29,1,9,250251010023,896,0,0,H,7000,250250810011,130
54,0,10,250250813002,148,0,0,HWH,30000,250173509001,731
43,1,8,250214002002,193,3,0,HWH,7000,250250701013,99
20,0,6,250250606001,790,2,0,H,1500,250250606001,790
49,1,10,250251006014,875,0,0,HWH,3000,250250701011,851
24,0,7,250214005003,201,0,0,HOH,1500,250250701018,856
50,1,8,250251204005,383,3,0,HWH,30000,250250106001,537
50,1,8,250250918002,413,3,0,HWH,30000,250250303003,671
42,0,8,250214164007,593,0,1,HWH,750,250250203032,665
63,1,11,250251702001,456,-99,1,HOH,17000,250250701013,99
28,1,1,250250612001,848,-99,0,HOWOH,17000,250250701012,852
46,1,11,250251606012,446,-99,0,HOH,750,250173521021,771
61,1,10,250250506001,748,0,0,HOH,300,250250612003,850
43,1,9,250250809002,126,0,0,HOH,7000,250250918001,412
36,0,9,250173395002,234,0,0,H,1500,250250712011,94
29,1,6,250173423004,659,2,1,HWH,17000,250173398013,264
26,1,8,250251204004,149,3,1,HOH,30000,250250701018,856
27,0,3,250250814003,156,-99,0,HOH,7000,250250907004,323
61,1,10,250173545003,842,0,1,HWH,750,250250711013,91
44,1,11,250173423002,605,0,1,HOH,300,250173413002,309
42,1,10,250173503001,678,3,1,H,1500,250173511005,741
47,1,10,250251205002,151,0,0,H,750,250250103001,59
19,0,2,250250705004,958,0,1,HOH,7000,250250701018,856
19,0,11,250251707021,474,0,1,HWH,750,250250203032,665
34,1,9,250251803013,498,2,0,HWH,30000,250250107011,67
74,1,11,250250104042,64,-99,1,HWH,300,250250701011,851
39,1,11,250173400001,277,0,0,HOH,7000,250173400003,279
29,1,7,250173567015,150,0,0,HOH,3000,250250701011,851
44,1,9,250250701014,853,-99,0,H,3000,250259813002,523
28,1,10,250250701014,853,1,1,HOH,17000,250250303002,670
72,0,5,250173411024,296,0,0,HWH,750,250214172001,597
49,1,10,250250304001,672,0,1,HWH,1500,250259813002,523
29,1,8,250250814003,156,0,1,HWH,750,250250806012,118
73,1,4,250250007041,338,0,1,HWOWH,7000,250173736002,805
57,1,11,250251006031,876,-99,0,H,750,250250605011,786
39,0,8,250251605013,440,0,0,HWH,300,250250103002,61
36,1,11,250250005043,320,-99,0,HOH,750,250173510004,736
37,0,8,250251203011,20,0,1,HWH,7000,250250303003,671
64,0,8,250250705003,864,0,0,HWH,17000,250173393003,224
68,0,4,250173423004,659,2,0,HOH,30000,250173501031,662
28,1,9,250173423003,649,0,0,HWH,1500,250250701012,852
21,0,4,250250008021,344,0,0,HWH,17000,250250107013,541
30,1,5,250250303003,671,0,0,HWH,17000,250173417004,571
26,1,6,250214003001,799,3,0,HOH,17000,250250810011,130
58,0,7,250173523002,827,0,1,HOH,7000,250173515001,765
48,0,3,250250705001,105,0,1,HWH,7000,250250106001,537
26,1,6,250173502003,808,0,0,HWH,7000,250173503001,678
26,1,6,250250002012,906,0,0,HWH,7000,250250107013,541
54,1,10,250214004003,592,0,0,HOH,300,250173537004,285
48,1,10,250250917001,410,0,0,HWOWH,7000,250250810011,130
58,1,8,250250005024,312,0,0,HWH,3000,250173736002,805
17,0,9,250173501043,627,2,1,HOH,7000,250173549003,384
26,1,8,250250922003,428,0,0,HWH,750,250173393002,618
51,1,9,250250711012,88,0,0,HWH,1500,250173515001,765
28,0,8,250173567016,154,0,1,HOH,300,250173703002,510
29,1,6,250173512033,820,0,0,HWH,7000,250173541004,351
29,1,8,250173531011,223,0,1,H,7000,250173531022,229
39,0,7,250173391005,614,0,1,HWH,7000,250173510004,736
23,0,6,250250601014,778,0,0,HWH,7000,250173524002,203
32,1,7,250251103012,950,0,0,HWH,30000,250251204005,383
65,1,10,250173401005,576,0,1,HOH,300,250250806011,115
17,0,9,250250007015,335,2,1,HOH,7000,250250008032,354
35,1,9,250250907002,319,-99,1,H,750,250251706013,471
35,1,11,250250003021,922,2,0,HWH,30000,250250303003,671
29,1,7,250250904001,305,3,1,HOH,3000,250259812021,519
32,1,7,250173531012,831,0,1,HOH,7000,250250810011,130
48,0,2,250250703002,104,0,0,HWH,750,250250707001,961
52,1,6,250250916003,409,0,0,HWOH,3000,250250303004,74
38,0,5,250173416006,568,0,1,HOH,7000,250173413002,309
53,1,6,250251605021,443,0,0,HOH,1500,250173512043,821
46,0,6,250173421023,598,0,0,HOH,300,250173425003,615
50,1,8,250251010013,891,3,0,HWH,30000,250250104033,508
32,1,10,250250006021,328,3,0,HWH,7000,250173542002,355
34,1,7,250214172001,597,2,0,HWH,30000,250250606001,790
53,0,6,250251605022,444,-99,0,HOH,3000,250251603002,435
28,1,10,250251202011,144,3,0,HOH,7000,250173549003,384
54,0,10,250250610001,795,0,1,HWH,30000,250250806013,5
48,1,8,250250915001,405,-99,0,HOH,7000,250173537004,285
28,1,9,250250107012,540,3,1,HWH,17000,250250701011,851
42,1,9,250251010022,895,-99,0,HWOWH,300,250250801001,97
30,1,9,250250608004,794,0,1,HWH,300,250251802004,495
54,1,9,250250511013,768,0,0,HWH,1500,250173527002,208
29,1,7,250173394004,230,0,0,HOH,3000,250173393003,224
29,1,5,250251006031,876,0,1,HOH,3000,250250806011,115
58,1,6,250250819001,243,-99,0,HOH,750,250173515001,765
25,1,9,250250919004,42,-99,0,H,17000,250250806011,115
31,1,6,250173541002,349,3,0,HWOH,30000,250250810011,130
23,1,8,250173411021,292,3,0,HWH,30000,250250103001,59
42,0,7,250173547001,376,0,1,HWH,3000,250250810011,130
31,1,10,250173394002,620,-99,1,H,7000,250251706011,469
28,1,9,250173501032,621,0,0,HWH,300,250250303003,671
72,0,6,250173521021,771,0,0,HWH,1500,250250701018,856
27,0,5,250173514043,761,0,1,HWOH,750,250173541004,351
47,1,9,250251701003,452,0,1,H,750,250173511001,738
51,1,6,250173539001,339,-99,1,HOH,7000,250250203011,565
32,1,9,250251010022,895,3,0,HWH,17000,250250203011,565
28,1,6,250250004014,937,0,1,HOWOH,1500,250250001001,902
32,1,6,250250809001,7,0,0,HOWOH,1500,250173524002,203
44,1,6,250250007041,338,0,0,H,3000,250250604001,782
40,1,8,250250604001,782,0,1,HOH,7000,250250701011,851
51,0,7,250173510006,819,0,1,HWH,1500,250173424003,609
29,1,7,250173501041,623,0,0,HWH,7000,250250303001,669
52,1,11,250173507005,726,0,1,HWH,7000,250173515002,825
55,0,8,250173417003,570,0,1,HWH,7000,250173413002,309
38,1,11,250251601011,424,0,0,HWOWH,1500,250259813002,523
54,1,8,250250707002,963,0,0,HWH,750,250250106001,537
23,1,4,250250814002,155,0,1,HWH,17000,250250810011,130
44,1,8,250173419022,583,3,0,HWH,750,250250203032,665
55,1,10,250173550002,388,0,0,HWH,1500,250173527002,208
48,1,11,250173535001,629,3,0,HOH,17000,250250701018,856
27,1,8,250173524002,203,0,0,HWH,1500,250250106001,537
45,1,5,250250101043,362,0,0,H,3000,250250303001,669
45,1,10,250251004004,869,0,0,HOH,300,250250701013,99
52,1,11,250250904003,310,0,0,HOH,750,250250103002,61
19,0,2,250173395004,236,0,1,HOH,7000,250250106001,537
16,0,5,250173532001,233,0,1,HOH,750,250173537004,285
54,0,10,250251009003,888,0,1,HWH,30000,250214174001,702
31,1,8,250173418001,572,0,0,H,7000,250173537004,285
32,0,7,250251601014,167,0,1,HWH,300,250250303002,670
30,1,8,250173504002,684,0,0,HWH,300,250250701018,856
69,0,6,250214005003,201,0,0,HWH,300,250250303004,74
59,1,10,250173567024,158,3,0,HWH,30000,250173412003,302
32,1,7,250250509012,84,0,0,HWH,1500,250173398021,267
29,1,7,250250917001,410,-99,1,H,7000,250173704002,528
50,0,1,250250104081,526,0,1,H,1500,250250912003,35
26,1,6,250173510005,737,3,0,HWH,17000,250173521021,771
69,1,7,250251006032,877,3,0,HWH,3000,250250303003,671
33,1,10,250173504005,688,-99,0,HOH,1500,250173504002,684
21,0,4,250173501043,627,0,0,HWH,17000,250173396004,242
47,1,11,250250601013,777,0,0,HOH,750,250173537004,285
29,1,8,250251606012,446,3,0,HWH,17000,250173413003,643
43,1,8,250173521012,769,3,0,HWH,7000,250250810011,130
58,1,11,250251207001,395,0,1,HWH,300,250250612001,848
24,1,11,250251008004,884,3,1,HWH,17000,250250811003,138
34,1,4,250250401001,676,2,1,HOH,17000,250250303003,671
55,1,11,250173411023,294,0,1,HWH,1500,250250701018,856
36,1,7,250214006002,909,3,0,HOH,3000,250250701018,856
54,1,10,250250502001,701,0,0,HOH,300,250250303004,74
42,1,4,250250821002,21,3,1,HWOH,30000,250250106002,538
26,1,8,250250202003,562,3,1,HOH,30000,250250810011,130
52,0,8,250251606011,534,0,1,HOH,1500,250173515001,765
34,1,7,250251707012,473,2,0,HWH,30000,250250712011,94
54,1,10,250251706013,471,0,1,H,1500,250259813002,523
65,1,5,250250702003,858,-99,0,HWH,750,250250606001,790
20,0,11,250173572001,162,-99,1,H,1500,250173546004,374
23,1,8,250250914001,404,-99,1,HWH,30000,250250107013,541
35,1,11,250250510003,85,2,0,HWH,30000,250250606001,790
51,0,7,250251707024,476,0,1,HWH,1500,250259813002,523
25,0,5,250250605011,786,0,1,H,300,250250606001,790
26,1,8,250173504003,813,3,1,HWH,7000,250250810011,130
26,1,6,250250601011,87,-99,1,H,17000,250250914001,404
42,1,10,250173704004,535,3,1,H,1500,250173703006,520
59,1,10,250250107012,540,0,0,HWH,750,250250106001,537
53,1,6,250173503002,812,0,0,HOH,3000,250173524002,203
19,0,7,250251202012,16,0,0,HWH,3000,250250107021,542
23,1,2,250250505001,712,0,0,H,7000,250250707001,961
28,1,9,250250005043,320,0,0,HOH,3000,250250701018,856
71,1,11,250251601014,167,0,1,H,1500,250251604001,436
36,1,10,250251707023,181,0,0,HWH,300,250251101033,938
23,1,6,250250607001,640,3,0,HOH,30000,250250612003,850
62,1,8,250173398023,630,0,0,HOH,7000,250250704021,862
46,1,9,250250707001,961,0,1,HOH,3000,250250801001,97
58,0,7,250173421014,594,0,1,HOH,3000,250250008032,354
32,0,7,250251101036,133,0,1,HWH,300,250173530001,830
33,1,11,250173539003,341,0,0,HWH,30000,250173537004,285
79,0,5,250173530003,219,-99,1,HOH,3000,250173547001,376
23,1,8,250173548002,380,-99,1,HWH,30000,250173533003,246
35,1,8,250214007002,915,0,1,HWH,1500,250250303003,671
45,1,9,250173533002,833,0,0,HWH,7000,250250203011,565
36,1,7,250250907003,321,0,0,HOH,300,250250008032,354
39,1,11,250173422012,602,0,1,HOH,7000,250250303001,669
66,1,7,250173391004,211,0,1,HOH,750,250250811001,136
25,0,6,250250202003,562,0,1,HWH,7000,250250606001,790
53,1,11,250250004012,924,0,0,HWH,1500,250251603001,433
29,1,8,250250709002,445,3,0,HWH,17000,250250101043,362
48,1,2,250250821001,258,3,1,HWH,30000,250250810011,130
54,1,11,250173425002,613,0,1,HOH,7000,250250303004,74
41,1,9,250250404012,689,0,0,HOH,7000,250250801001,97
26,1,6,250250608001,792,0,0,HWH,7000,250250707001,961
25,0,5,250173567013,721,0,1,HWH,3000,250173531022,229
47,1,11,250173512043,821,-99,1,HOH,7000,250250203011,565
58,1,6,250173507004,816,-99,0,HOH,750,250250106001,537
31,1,6,250251203013,23,3,0,HWOH,30000,250250406001,691
33,1,10,250173532003,241,-99,0,HOH,1500,250250107013,541
41,1,11,250173513003,822,0,1,HWH,1500,250250102042,57
52,0,8,250251009002,887,0,1,HOH,1500,250173503001,678
59,1,8,250250821001,258,0,1,HWH,1500,250250821002,21
35,1,10,250250506001,748,0,0,HWH,7000,250250608004,794
64,0,2,250250509013,758,0,1,HOH,3000,250251606012,446
39,0,2,250173423004,659,0,0,H,750,250250922003,428
34,1,7,250251706014,180,2,0,HWH,30000,250250702001,857
37,0,8,250173514043,761,0,1,HWH,300,250173511005,741
63,0,6,250173391003,209,0,1,H,750,250173513001,747
23,0,6,250250502002,703,0,0,HWH,7000,250250810011,130
34,1,9,250214174002,866,3,0,HWH,750,250250606001,790
61,1,8,250250106002,538,-99,0,HOH,750,250250106001,537
50,0,1,250173419025,587,0,1,H,1500,250173574003,170
36,0,9,250173703003,513,-99,1,H,7000,250173703002,510
48,1,2,250251008005,122,3,1,HWH,30000,250250817002,160
49,1,9,250173395002,234,0,1,HWH,3000,250173413002,309
25,1,6,250250201013,553,0,1,HWH,7000,250250107021,542
46,0,9,250214001001,796,0,0,HOH,750,250250701013,99
16,0,10,250250909011,30,0,0,HOH,1500,250250910014,331
52,1,11,250173521021,771,0,0,HOH,750,250250702003,858
49,1,5,250251103011,948,0,0,HWH,1500,250173530002,217
54,1,11,250251201051,10,0,0,HOH,17000,250250810011,130
58,1,10,250173399001,271,0,0,HWH,7000,250173411024,296
21,0,8,250173423003,649,0,0,HWH,300,250250107012,540
44,1,7,250250904004,313,-99,1,H,1500,250251004003,802
73,1,10,250250705001,105,-99,1,H,300,250250705004,958
46,1,11,250250105003,533,-99,0,HOH,750,250250923001,434
42,1,6,250214008002,28,0,0,HOH,750,250250810011,130
57,1,11,250251206001,389,-99,0,H,750,250251206002,391
70,1,7,250173504003,813,0,1,HWH,7000,250173541004,351
26,1,8,250250004011,935,0,1,HWH,1500,250173538004,303
27,1,5,250173510001,818,0,0,HWH,3000,250250701011,851
41,1,9,250250511013,768,0,0,HOH,7000,250250001002,903
52,0,10,250173533002,833,0,1,HWH,750,250250801001,97
18,0,10,250173511001,738,0,1,H,300,250250910014,331
37,0,8,250214009003,919,0,1,HWH,7000,250250806013,5
53,0,6,250173411024,296,-99,0,HOH,3000,250250701011,851
29,1,7,250173414005,557,3,1,HOH,3000,250214003002,195
43,1,5,250173363001,41,3,0,HWH,30000,250173524002,203
32,1,7,250250916001,408,0,0,HWH,1500,250250701018,856
60,1,7,250250811002,137,0,1,HWH,3000,250250811001,136
29,1,5,250173396004,242,0,0,HOH,7000,250173394004,230
27,1,10,250250909011,30,0,1,HOH,7000,250250107021,542
61,1,10,250251010023,896,0,0,HOH,300,250250702003,858
28,1,4,250250703002,104,0,0,HOH,1500,250173524002,203
29,1,8,250173424005,660,0,1,HWH,750,250251606024,449
32,1,11,250250104033,508,3,1,HWH,30000,250250203011,565
32,1,4,250173563005,720,0,1,HWH,1500,250214010003,43
60,0,6,250251606011,534,0,0,HWH,7000,250173502004,809
28,1,1,250250001001,902,-99,0,HOWOH,17000,250173541004,351
33,0,4,250214009001,917,3,1,HOH,17000,250173537004,285
28,1,2,250250902003,293,0,0,HWH,3000,250250924004,50
23,0,3,250173536002,260,0,0,HWH,7000,250173537004,285
53,0,6,250214004001,197,-99,0,HOH,3000,250250008032,354
51,1,11,250251706012,470,3,1,H,750,250259813002,523
46,1,11,250250304002,75,-99,0,HOH,750,250250203032,665
22,1,1,250173417002,569,0,1,H,300,250173574002,729
43,1,9,250173391002,612,0,1,HWH,3000,250250203011,565
58,1,11,250251010013,891,0,1,HWH,300,250250701018,856
25,1,9,250173411011,289,-99,0,H,17000,250173521021,771
61,1,9,250250203012,71,0,1,HWH,300,250173537004,285
31,1,6,250214173002,700,3,0,HWOH,30000,250250606001,790
33,1,10,250173513002,749,-99,0,HOH,1500,250250303002,670
29,1,8,250250607002,791,0,1,H,7000,250250303003,671
32,1,11,250250815002,15,3,1,HWH,30000,250250810011,130
53,0,8,250250401002,76,0,0,HWH,750,250250106001,537
28,1,6,250250814002,155,0,1,HWH,7000,250250801001,97
34,0,7,250251011024,129,0,1,HWH,3000,250250711013,91
40,0,6,250251001005,492,0,0,HOWOH,7000,250250703001,859
29,0,6,250173416005,567,0,1,H,3000,250250701012,852
43,1,8,250251201042,142,3,0,HWH,7000,250250810011,130
55,1,11,250250709001,373,0,0,HOH,1500,250173531011,223
54,1,11,250250924002,482,0,0,HWH,7000,250251007004,880
25,1,9,250250107012,540,-99,0,H,17000,250250107021,542
39,1,11,250214163003,584,0,0,HOH,7000,250250918003,414
24,1,11,250173411013,291,3,1,HWH,17000,250250701018,856
27,1,10,250250005023,930,0,0,HOH,17000,250250101043,362
26,1,8,250250919003,416,3,1,HOH,30000,250251203014,375
29,1,5,250214002003,194,0,0,HWH,7000,250250008032,354
54,1,10,250214002002,193,0,1,H,1500,250250801001,97
33,1,11,250173538001,295,1,0,HWH,30000,250173531021,225
72,0,5,250251801011,485,0,1,HWH,1500,250251802002,491
40,1,7,250173549003,384,0,0,HWH,3000,250250107021,542
61,1,6,250173550002,388,-99,1,HOH,1500,250250303002,670
69,0,7,250251603001,433,0,1,HOH,750,250251604001,436
58,1,11,250250819004,249,0,0,HOH,1500,250250203032,665
46,1,4,250173422021,658,0,1,HOH,1500,250173395002,234
48,1,10,250173425002,613,0,1,HWH,1500,250173396006,256
50,0,8,250214004003,592,0,0,HWH,1500,250250006023,332
23,1,8,250250501011,639,3,0,HWH,30000,250250303001,669
27,1,7,250250911002,397,0,0,HWOH,1500,250250103002,61
23,1,6,250173536005,270,3,0,HOH,30000,250173537004,285
44,1,7,250250108021,547,-99,1,H,1500,250250203011,565
29,1,7,250250105003,533,0,0,HWH,7000,250250106001,537
32,0,4,250250815002,15,3,0,H,17000,250173524002,203
64,0,4,250251605023,174,0,1,HWH,1500,250250303002,670
55,0,5,250173503003,680,0,1,H,1500,250173424004,610
50,0,8,250173526001,205,0,0,HWH,1500,250250203011,565
43,1,5,250251802001,183,0,1,HWH,3000,250173501031,662
39,0,5,250251207002,153,0,1,HOH,17000,250250612003,850
16,0,6,250250104041,511,0,0,HOH,7000,250250806011,115
26,1,7,250214173002,700,0,1,HOH,17000,250250008025,350
54,1,10,250250107012,540,0,1,H,1500,250250701018,856
73,1,11,250173391002,612,0,0,HWH,300,250173411021,292
49,1,10,250173550003,390,0,1,HWH,1500,250173534001,248
60,0,7,250250005044,322,0,0,HOH,1500,250250201013,553
45,1,9,250251805004,506,0,0,HWH,7000,250214172001,597
27,1,7,250251004004,869,0,0,HWOH,1500,250250203032,665
63,0,8,250214001001,796,-99,0,H,1500,250250108013,546
69,0,6,250250907002,319,0,1,HWH,1500,250250910014,331
61,1,6,250250612001,848,-99,0,HOH,7000,250250701011,851
49,1,7,250251006032,877,0,0,HWH,300,250250606001,790
51,1,5,250173426001,661,-99,1,HWH,3000,250250511013,768
18,0,10,250173422011,601,0,1,H,1500,250250404012,689
49,1,7,250173502003,808,0,0,HWH,300,250250203011,565
29,1,7,250251005004,872,-99,1,H,7000,250250303002,670
34,0,7,250250605014,788,0,1,HWH,3000,250250606001,790
52,1,11,250173398011,262,0,0,HOH,750,250173546004,374
23,0,6,250173510002,734,0,0,HWH,7000,250250701018,856
53,0,8,250173509002,732,0,0,HWH,750,250250203032,665
25,0,5,250173514031,751,0,1,H,300,250173541004,351
49,1,6,250251010012,125,-99,1,H,17000,250173524002,203
45,1,8,250250705003,864,0,1,HWH,750,250250203011,565
68,1,7,250173543003,361,0,0,H,3000,250173563001,717
54,1,10,250214172001,597,0,1,HOH,300,250250005041,941
49,1,10,250173399002,272,0,1,HWH,1500,250173424004,610
28,1,7,250250105001,530,0,0,HWH,300,250250707001,961
72,0,5,250173364013,716,0,0,HWH,750,250250303003,671
47,1,11,250173425001,611,-99,1,HOH,7000,250173398021,267
16,0,5,250250707001,961,0,1,HOH,750,250250303002,670
28,1,11,250250811001,136,-99,1,H,17000,250259812021,519
62,1,8,250173416006,568,0,1,H,750,250250102043,58
59,1,10,250251106011,962,-99,1,HOH,3000,250250303002,670
48,1,2,250173396006,256,0,1,HWH,7000,250173391005,614
26,1,6,250250708001,370,3,0,HOH,17000,250250006012,324
42,1,8,250173511002,739,0,0,HWH,1500,250250806011,115
40,1,3,250173512033,820,-99,0,HWH,17000,250250810011,130
60,1,8,250251803014,500,3,0,HWH,7000,250259813002,523
34,1,9,250173511003,596,2,0,HWH,30000,250173537004,285
54,1,6,250250105002,66,0,0,HOH,750,250173537004,285
31,1,8,250251201031,4,0,0,HWH,7000,250250703001,859
22,1,11,250250919002,415,0,0,HOH,750,250173509001,731
51,0,7,250173702011,475,0,1,HWH,1500,250250203011,565
44,1,9,250173396004,242,-99,0,HOH,1500,250250701018,856
42,1,9,250173401005,576,-99,1,HWOWH,300,250173515001,765
40,0,10,250251203011,20,-99,0,H,1500,250259818001,531
37,1,8,250250501013,80,0,1,HWH,300,250173513001,747
21,0,3,250250511011,764,2,0,HWH,7000,250250701011,851
20,0,7,250250201014,70,0,1,HWH,3000,250250701011,851
