age,bachelor_degree,hh_income,home_GEOID,home_geo_index,main_mode,male,motif,pop_per_sqmile_home,work_GEOID,work_geo_index
66,0,4,250214182002,1,0,0,HWH,1500,250250203021,551
31,1,9,250251401051,1372,0,0,HOWOH,750,250251304023,1158
54,1,10,250173512041,706,0,1,H,1500,250250810011,105
32,1,11,250250606001,758,3,1,HWH,30000,250214180041,1593
51,1,6,250251011013,917,-99,1,HOH,7000,250250810011,105
26,1,7,250251603002,1394,-99,0,H,7000,250250510002,728
57,1,8,250250610003,765,0,1,HOH,7000,250250304001,567
35,1,9,250173737004,473,-99,1,H,750,250173741001,556
35,1,10,250250105003,435,0,0,HWH,7000,250250703001,857
25,0,7,250250818002,224,0,1,HWH,750,250214035001,201
72,0,6,250214034003,198,0,0,HWH,1500,250251707024,1433
42,1,10,250259811004,1192,3,1,H,1500,250250806013,1038
42,1,9,250250002024,990,-99,0,HWOWH,300,250173324002,1568
36,0,9,250173745002,721,0,0,H,1500,250214033001,195
58,1,11,250250907003,277,0,1,HWH,300,250251401051,1372
38,0,4,250214171002,495,0,0,H,1500,250214227001,937
58,0,7,250173335022,634,0,1,HOH,3000,250173511005,702
50,0,1,250250002022,959,0,1,H,1500,250250303002,563
32,1,8,250173746003,727,0,0,HWH,7000,250173524002,202
49,1,11,250173546001,304,3,1,HWH,750,250250303004,1092
35,1,10,250173567022,128,0,0,HWH,7000,250250701018,854
63,1,6,250092057002,1215,0,0,HWOH,750,250173372023,72
59,1,8,250251105011,1019,0,1,HWH,1500,250214035001,201
39,0,5,250251606021,1404,0,1,HWH,750,250250909012,279
47,1,9,250214176014,618,0,1,H,750,250250702003,856
34,0,7,250173741002,558,0,1,HWH,3000,250250008032,1327
35,1,6,250251006011,890,1,0,HWH,7000,250251604002,1396
25,0,6,250250709001,1337,2,1,HWH,3000,250250812001,1044
17,0,5,250173731001,440,0,1,HWH,1500,250173735004,466
66,1,8,250251104035,1017,0,1,HWH,1500,250173748002,730
23,1,4,250173681012,283,0,1,HWH,17000,250173691004,394
28,1,10,250250919001,1554,1,1,HOH,17000,250214175021,612
46,1,10,250214177021,876,-99,0,HOH,1500,250250606001,758
66,1,8,250173324002,1568,0,0,HWH,300,250173324001,1567
38,1,6,250173416006,1503,0,0,H,300,250214041001,205
30,0,4,250250511013,735,0,0,H,1500,250259813002,1460
58,1,7,250214007001,960,0,1,HOH,1500,250173501043,1548
34,0,9,250250804011,87,0,1,H,1500,250250701011,847
40,1,6,250250906001,274,0,0,HWH,17000,250250203032,553
62,1,11,250173737003,472,3,1,HWH,7000,250250702001,855
28,1,10,250250008025,1325,1,1,HOH,17000,250250105001,433
40,1,10,250173422021,539,0,1,HOH,7000,250250104051,427
42,1,8,250251203011,1053,0,0,HOH,3000,250251201051,1043
58,1,6,250092054002,1209,0,0,HOH,7000,250250107021,445
55,0,4,250214193003,929,0,0,HWH,750,250250008032,1327
29,1,5,250173525002,204,0,0,HWH,7000,250173531021,217
39,0,5,250251104011,1140,0,1,HOH,17000,250251207001,1348
19,0,11,250250707001,1026,0,1,HWH,750,250250701018,854
52,0,7,250173739004,791,0,1,HWH,300,250250806013,1038
51,1,7,250173422011,1531,0,0,H,750,250250701013,1113
17,0,5,250250604001,749,0,1,HWH,1500,250250303003,565
20,0,7,250173416004,532,0,1,HWH,3000,250092070001,1479
54,0,5,250250505001,613,0,1,H,1500,250250303002,563
31,1,8,250173373001,659,0,0,HWH,7000,250173515002,820
48,1,2,250214193001,925,0,1,HWH,7000,250214172001,498
48,0,2,250250406002,1097,0,0,HWH,750,250173584001,159
28,1,9,250173371011,56,0,0,H,7000,250173584001,159
55,0,10,250092052001,356,0,1,HWH,1500,250092054003,360
28,1,9,250173372021,68,0,0,HOH,3000,250173335022,634
33,1,8,250173384003,1233,0,0,HWH,7000,250250408013,597
45,1,10,250251402022,1164,0,0,HOH,7000,250214161013,477
43,1,11,250214175011,606,1,0,HWH,30000,250250604005,753
47,1,6,250250606001,758,0,1,HWH,750,250250701018,854
63,0,8,250173392004,512,0,0,H,7000,250250604005,753
23,1,8,250173323005,1566,0,0,HOH,300,250173324002,1568
26,1,6,250173412006,1299,-99,1,H,17000,250250810011,105
38,1,10,250173416002,1499,0,0,HOH,750,250250810011,105
30,1,9,250214191002,887,0,1,HWH,300,250250702003,856
54,1,6,250173396002,1255,0,0,HOH,750,250173530004,215
68,1,7,250173741002,558,0,0,H,3000,250173741003,560
36,1,7,250173528002,210,0,1,HWH,7000,250173511005,702
29,1,6,250250919003,341,2,1,HWH,17000,250250701015,852
39,0,2,250250924003,407,0,0,H,750,250250811001,111
54,1,8,250173738002,542,0,1,HWH,750,250173531022,219
33,0,5,250173362006,33,0,1,HWH,300,250250707001,1026
50,0,5,250173576002,269,0,1,HWH,1500,250173740002,554
48,1,10,250214025002,183,0,1,HWH,1500,250173501031,547
42,1,9,250214031003,187,-99,0,HWOWH,300,250173733002,456
23,1,8,250173703003,424,0,0,HOH,300,250214122002,524
63,1,10,250173331005,1571,3,1,HOWOH,1500,250173586004,696
26,1,6,250173741002,558,0,1,HWH,3000,250173740002,554
70,1,7,250214161014,478,0,1,HOH,750,250250711013,77
28,1,6,250251605012,1397,2,0,HWH,30000,250251802004,1443
38,0,5,250173322001,1564,0,1,HOH,7000,250173334001,1578
33,1,9,250173742002,562,2,1,HWH,17000,250173531011,216
37,1,10,250250821003,244,0,0,HWH,3000,250250902001,259
29,1,8,250173514035,720,3,0,HWH,17000,250214008002,28
43,1,9,250214021023,57,0,1,HWH,3000,250173507005,679
41,1,8,250250708003,1030,3,0,HWH,3000,250250107021,445
52,1,6,250173424001,1536,0,0,HWOH,3000,250214004002,188
32,1,10,250173546002,305,0,1,HWH,1500,250173531012,826
39,1,11,250173701011,395,0,1,HOH,7000,250173335013,1583
46,0,6,250250106001,437,0,0,HOH,300,250251011013,917
62,1,11,250214003003,184,3,1,HWH,7000,250214004001,186
47,1,11,250251007001,1126,0,0,HOH,750,250173421012,1523
32,1,7,250251104012,1009,0,0,HWH,1500,250250406001,591
55,0,10,250251201031,1037,0,1,HWH,1500,250173522001,740
18,0,9,250251304062,1160,0,1,H,1500,250251402012,1378
39,1,6,250092054002,1209,0,1,HWOH,3000,250250702001,855
19,0,8,250250501011,1556,0,1,HOH,750,250250008032,1327
60,0,7,250173362005,649,0,1,HWH,1500,250173362004,31
37,0,8,250214180043,1594,0,1,HWH,7000,250250701012,849
27,0,3,250250202001,463,-99,0,HOH,7000,250250303003,565
30,1,11,250250604001,749,0,0,HWH,1500,250173524002,202
54,1,7,250250107012,441,0,1,HWH,3000,250250107021,445
41,1,7,250250921011,349,0,0,H,750,250250701018,854
28,1,9,250173578002,152,0,1,HWH,300,250250810011,105
35,1,9,250173371022,62,-99,1,H,750,250173391001,1238
37,1,10,250173383002,1230,0,0,HWH,3000,250173685003,367
59,0,3,250214007002,962,3,0,HOH,30000,250173733002,456
39,1,11,250173527002,208,0,1,HOH,7000,250173549003,312
45,1,11,250173509001,685,2,1,HWH,30000,250214572001,13
49,1,11,250173423004,541,3,1,HOH,17000,250250810011,105
27,1,10,250250003022,971,0,1,HOH,7000,250250910012,281
30,1,8,250251401061,1374,0,1,HWH,3000,250173521021,738
52,1,11,250214175024,615,0,1,HWH,7000,250250008032,1327
54,1,9,250173576002,269,0,0,HWH,1500,250173381001,500
40,1,5,250250604005,753,0,0,HWH,3000,250250804011,87
47,1,9,250214174003,604,0,0,HWH,750,250250907004,278
48,1,8,250173745001,718,0,0,HWH,1500,250250909012,279
33,1,10,250214041001,205,-99,0,HOH,1500,250173586003,166
16,0,10,250251802001,1187,0,0,HOH,1500,250259812021,1458
62,0,6,250251404006,1386,0,1,HWH,300,250173522001,740
60,1,8,250251401052,1373,0,1,HWH,17000,250251401052,1373
74,1,7,250173747001,350,0,1,H,300,250173731005,446
36,0,9,250250902003,262,-99,1,H,7000,250250107021,445
64,1,11,250173384002,508,-99,1,HWH,750,250173324002,1568
58,1,9,250250920001,343,0,0,HOH,1500,250173691004,394
23,0,10,250173731005,446,0,1,HOH,300,250259812021,1458
58,1,11,250173689011,385,0,0,HOH,1500,250173547001,308
24,1,11,250173510001,807,3,1,HWH,17000,250173382001,504
42,0,8,250259811004,1192,0,1,HWH,750,250173736001,468
49,1,7,250250803001,85,0,0,HWH,1500,250250104042,1082
38,1,6,250251604001,1395,0,0,H,300,250251204005,1342
45,1,11,250214031001,980,2,1,HWH,30000,250173737003,472
42,1,6,250251404004,1384,0,0,HOH,7000,250214177014,627
53,1,11,250251705022,1426,0,1,HOH,3000,250250506001,709
70,1,10,250173529002,212,-99,1,HOH,300,250250810011,105
53,0,6,250251606012,1403,-99,0,HOH,3000,250250701012,849
56,0,5,250251010021,913,-99,1,HWH,300,250250612001,843
53,1,9,250214122002,524,0,0,H,1500,250173747001,350
48,0,3,250173731003,442,0,0,HOH,17000,250173732004,452
28,1,6,250250809003,103,0,1,HWH,7000,250250810011,105
24,1,9,250092058001,1219,3,1,HWH,7000,250092057005,1218
64,1,9,250251403006,1168,0,1,HWH,1500,250250102031,1332
32,1,10,250173334002,630,3,0,HWH,7000,250173336003,1586
58,1,6,250235012012,899,0,0,HOH,7000,250214195001,658
49,1,6,250214172007,870,-99,1,H,17000,250251403004,1166
55,0,6,250214228001,940,0,0,HWH,750,250250810011,105
48,0,8,250173702021,414,0,1,HOH,750,250173521012,736
36,1,10,250214572002,15,0,0,HWH,300,250214033003,197
40,0,10,250251204004,1152,-99,0,H,1500,250250702001,855
47,0,4,250173415003,1496,0,1,H,750,250173545003,837
50,1,1,250173364012,48,0,0,HOH,3000,250173690001,391
25,1,9,250173567025,132,-99,0,H,17000,250173524002,202
53,1,6,250214224005,814,0,0,HOH,3000,250235012023,174
56,1,10,250250605013,755,0,0,HWH,1500,250092084004,1476
46,1,8,250251707011,1430,0,1,HOH,7000,250250701018,854
70,0,7,250173514032,817,0,0,HOH,750,250250701018,854
45,1,8,250173396001,1254,0,1,HWH,750,250250702003,856
46,1,9,250173411025,1295,0,1,HOH,3000,250173515001,732
27,1,10,250250914001,326,0,1,HOH,7000,250250303003,565
29,1,8,250250203033,555,0,1,H,7000,250250303003,565
41,1,8,250173364013,652,1,1,HWH,30000,250250106001,437
57,1,8,250173564003,86,-99,1,HOH,750,250250103002,1079
43,1,9,250173691004,394,3,0,HWH,3000,250173413002,1301
32,1,4,250251702004,1415,0,1,HWH,1500,250173691001,775
47,1,10,250173354001,645,0,0,H,750,250173335013,1583
32,1,7,250173746003,727,0,1,HOH,7000,250173701021,1526
27,0,5,250214171005,868,0,1,HWOH,750,250250701012,849
37,0,6,250250604005,753,0,1,HWOWH,300,250250702003,856
51,1,9,250251402025,1165,0,0,HWH,1500,250250107023,447
64,1,1,250251404005,1385,0,0,H,1500,250173522001,740
23,1,6,250251104011,1140,3,0,HOH,30000,250251008006,904
42,1,8,250214024003,71,0,0,HWH,1500,250214572003,895
64,0,6,250173502001,795,0,0,HWH,3000,250250701012,849
79,0,5,250251707011,1430,-99,1,HOH,3000,250250106001,437
28,1,1,250173396004,1256,-99,0,HOWOH,17000,250173393003,1247
26,1,7,250250007044,1321,-99,0,H,7000,250173701021,1526
70,1,10,250092081011,1484,-99,1,HOH,300,250173324002,1568
53,1,11,250251106072,1033,0,1,HOH,3000,250250203032,553
61,0,8,250251708004,1437,0,1,HOH,1500,250173391005,511
58,1,8,250250712011,79,0,0,HWH,3000,250250704021,860
33,0,4,250251204005,1342,0,1,H,30000,250250806013,1038
62,1,7,250250104041,423,2,0,HWH,750,250250806011,93
28,1,9,250173421024,1530,0,0,HWH,300,250173335012,1582
32,1,8,250251011024,1135,0,0,HWH,7000,250250704021,860
39,1,7,250173523002,822,0,0,HWH,300,250250701013,1113
28,1,10,250173546001,304,3,0,HOH,7000,250251004001,1121
24,1,11,250251703005,1419,3,0,HOH,30000,250214163005,489
19,0,8,250251206002,1346,0,1,HOH,750,250250707001,1026
66,1,8,250092055002,1211,0,1,HWH,1500,250173546004,307
61,1,9,250250303003,565,0,1,HOH,17000,250250203021,551
69,0,6,250173739004,791,0,1,HWH,1500,250250108021,453
33,1,6,250251009005,908,0,0,HWH,17000,250250406001,591
28,1,10,250173399001,1279,3,0,HOH,7000,250173399005,1282
33,1,8,250250915001,327,0,1,HWH,7000,250250801001,81
36,1,11,250173398022,1278,-99,0,HOH,750,250173563006,82
65,1,10,250092070002,1480,0,1,H,300,250250509011,719
49,1,8,250251704001,1421,0,1,HOH,17000,250250701018,854
53,1,9,250173383002,1230,0,0,H,1500,250173322003,621
39,0,7,250173540003,293,0,1,HWH,7000,250173537004,257
47,1,9,250250601012,743,0,1,HOH,1500,250173703002,422
28,0,8,250251001005,411,0,1,HOH,300,250173521021,738
58,0,3,250173739002,548,0,0,HWH,3000,250251201051,1043
49,1,9,250250704021,860,0,1,HWH,3000,250214121001,404
30,1,8,250251010015,912,0,1,HOH,3000,250250610003,765
46,1,10,250251605021,1400,-99,0,HOH,1500,250251706011,1427
34,1,9,250250907003,277,0,1,HWH,1500,250173744004,576
53,0,10,250250808011,97,0,1,HOH,300,250214177013,625
16,0,6,250173392002,1242,0,0,HOH,7000,250250107021,445
34,1,9,250251302002,1355,3,0,HWH,750,250173323005,1566
26,1,8,250173372023,72,0,0,HWH,750,250259813002,1460
32,1,6,250173361002,21,0,0,HOWOH,1500,250173322003,621
28,1,6,250173400003,1284,0,1,HOWOH,1500,250173413002,1301
41,1,9,250173564002,84,0,1,HOH,7000,250250701018,854
51,1,11,250251104011,1140,0,1,HWH,750,250250918001,336
44,1,7,250250305002,571,0,0,H,1500,250250606001,758
32,1,6,250173567021,126,0,0,HOWOH,1500,250173324002,1568
29,1,9,250173363002,650,0,0,H,7000,250173373003,78
32,1,10,250250711012,75,3,1,HWH,30000,250250101042,1014
44,0,9,250250604004,1108,0,0,HWH,750,250250701011,847
36,1,7,250214164007,494,0,0,HOH,300,250250303004,1092
66,1,11,250214175024,615,0,0,HWH,3000,250214012002,45
49,1,8,250214228001,940,0,1,HOH,17000,250173748002,730
73,1,10,250214031001,980,-99,1,H,300,250251101033,995
58,1,8,250250511012,733,0,1,HWH,3000,250250101041,1330
27,1,10,250173364022,52,0,1,HOH,7000,250173391005,511
20,0,6,250173581001,154,2,0,H,1500,250173581004,690
53,0,5,250173567011,116,0,1,HWH,1500,250173524002,202
51,0,7,250173684001,287,0,0,HWOH,300,250214176023,622
59,1,10,250173535002,236,1,1,HWH,3000,250173501043,1548
53,1,6,250092053001,1205,0,0,HOH,3000,250250001001,949
37,1,2,250173549003,312,0,1,HWH,7000,250251704002,1422
42,0,7,250250811002,113,0,1,HWH,300,250173549003,312
51,0,3,250214192001,8,0,0,HOH,7000,250251204004,1152
52,0,4,250173512034,705,0,0,HWOH,1500,250250203011,469
26,1,6,250250612001,843,0,0,HWH,7000,250250303002,563
41,1,10,250173702012,403,0,1,HWH,750,250173702013,778
44,1,9,250173392002,1242,0,1,HOH,1500,250173336003,1586
33,1,8,250250805001,89,3,1,HWH,7000,250250811001,111
52,0,7,250251701007,1412,0,1,HWH,300,250250702001,855
49,1,6,250173395004,1253,3,0,HWH,17000,250250701011,847
35,1,8,250173547002,309,0,1,HWH,1500,250250701011,847
26,1,8,250214181011,1595,0,0,HOH,30000,250259812021,1458
30,1,6,250092061001,1225,2,1,HWH,17000,250092052004,1203
70,1,7,250173371022,62,0,1,HOH,750,250173353011,11
33,1,9,250250001001,949,2,1,HWH,17000,250250001004,988
23,0,10,250214226007,935,0,1,HOH,300,250250203032,553
52,1,6,250173322001,1564,0,0,HWOH,3000,250250712011,79
36,1,8,250250605014,756,2,0,HWH,30000,250250810011,105
77,1,9,250173509001,685,-99,0,H,1500,250092069003,1478
73,1,4,250173504004,586,0,1,HWOWH,7000,250173509002,687
64,1,6,250250612003,845,0,1,HOH,7000,250251207001,1348
34,1,9,250250502001,601,0,0,HOH,7000,250250806011,93
58,1,9,250251401061,1374,0,1,HWH,750,250250107021,445
37,1,4,250092065003,1263,-99,1,HWOWH,7000,250092068001,237
29,1,8,250250919001,1554,0,1,HWH,750,250173703002,422
39,1,11,250092056001,362,0,0,HOH,7000,250251207001,1348
54,1,10,250214195002,660,0,1,HOH,300,250250907001,275
23,1,8,250173511001,699,0,0,HOH,300,250173391003,1239
73,1,10,250173743002,568,-99,1,H,300,250250008032,1327
19,0,11,250250303003,565,0,1,HWH,750,250214172001,498
44,1,10,250173507002,675,0,1,HWH,7000,250173336003,1586
73,1,10,250214191003,5,3,0,HWH,300,250250910014,282
47,1,10,250173373001,659,0,0,H,750,250173371012,58
30,0,7,250173539003,290,-99,0,H,300,250250910012,281
55,1,11,250250510001,725,0,1,HWH,1500,250250510001,725
58,0,6,250173361002,21,0,1,HWOWH,3000,250173362004,31
43,1,8,250214162001,480,2,1,HWH,1500,250214180031,1592
42,1,10,250251202012,1049,3,1,H,1500,250250303003,565
56,1,11,250173504005,588,0,0,HOH,30000,250173391001,1238
23,0,6,250250604004,1108,0,0,HWH,7000,250214035001,201
43,1,9,250259813002,1460,0,1,HWH,3000,250173537004,257
39,0,5,250173565005,102,0,1,HWH,750,250250203032,553
34,0,2,250173398011,1274,3,1,HWH,17000,250250810011,105
65,1,8,250251106011,1027,3,1,HWH,17000,250251106073,1035
66,1,8,250214163004,488,0,1,HWH,1500,250173531022,219
40,1,8,250173510001,807,0,1,HOH,7000,250173397001,1271
22,1,11,250250811001,111,0,0,HOH,750,250214009003,966
57,1,9,250214172001,498,0,0,HOH,300,250250701018,854
34,1,4,250173572002,678,2,1,HOH,17000,250250810011,105
53,1,7,250173514034,717,0,0,HWH,3000,250092084002,1475
73,1,10,250092082001,255,-99,1,H,300,250259813002,1460
27,1,10,250214004002,188,0,0,HOH,17000,250214002001,177
66,0,2,250250815002,1048,3,1,HWH,17000,250214177011,875
62,1,11,250214012004,47,3,1,HWH,7000,250250612001,843
36,1,11,250173524002,202,-99,0,HOH,750,250173565003,98
39,0,7,250092064001,1258,0,1,HWH,7000,250173324002,1568
60,0,7,250214182002,1,0,1,HWH,1500,250250811001,111
34,0,2,250250920002,345,3,1,HWH,17000,250250102034,1334
45,1,8,250250911002,319,0,1,HWH,750,250250701013,1113
54,1,11,250173504002,584,0,0,HWH,7000,250173513001,708
23,1,4,250251001002,409,0,1,HWH,17000,250259813002,1460
50,1,8,250250912001,322,-99,0,HOH,7000,250250106001,437
43,1,5,250251304024,1364,0,1,HWH,3000,250173736002,788
61,1,6,250251010022,914,-99,1,HOH,750,250250806013,1038
52,0,4,250173565002,199,0,0,HWOH,1500,250173331001,624
31,1,7,250214226003,930,0,0,HWH,7000,250214191001,4
58,0,8,250173372022,70,0,1,HWH,300,250173324002,1568
28,1,10,250250002014,989,3,0,HOH,7000,250250003021,969
28,1,11,250173425003,1542,-99,1,H,17000,250214035001,201
47,1,9,250251004003,780,0,0,HWH,750,250250921012,351
26,1,8,250173417004,1506,0,0,HWH,7000,250173703002,422
68,1,11,250173703004,426,3,1,HWH,17000,250173537004,257
23,1,6,250173512043,813,3,0,HOH,30000,250173703002,422
66,1,11,250250818003,1050,0,0,HWH,3000,250250801001,81
23,1,6,250250101041,1330,3,0,HOH,30000,250173531022,219
61,0,7,250250902001,259,0,0,HOH,1500,250173424005,543
39,0,8,250173744003,574,0,0,HWH,300,250250303003,565
58,1,9,250214025002,183,0,1,HWH,750,250214172001,498
39,0,8,250173547002,309,0,0,HWH,300,250250106002,439
25,0,6,250250601012,743,2,1,HWH,3000,250250106001,437
25,0,6,250173745003,340,0,1,HWH,7000,250250303003,565
19,0,7,250251106074,1147,0,0,HWH,3000,250092084004,1476
30,1,8,250173396003,516,0,0,HWH,300,250250701018,854
63,1,10,250173689011,385,0,0,H,3000,250173741001,556
44,0,9,250173364012,48,0,0,HWH,750,250173422022,1533
45,1,9,250173701014,398,0,0,HWH,7000,250173691004,394
16,0,10,250173681012,283,0,0,HOH,750,250173549003,312
16,0,10,250173418002,1508,0,0,HOH,30000,250214172001,498
28,1,6,250173412003,1297,0,1,HOWOH,1500,250173742001,793
38,1,11,250214034002,984,3,1,HOH,30000,250173733002,456
66,1,3,250214226005,946,0,0,HOH,17000,250235011022,169
48,1,10,250173354002,17,0,1,HWH,1500,250250203032,553
60,0,7,250250901002,250,0,0,HOH,1500,250251001007,1075
50,0,6,250214007001,960,0,0,HWH,3000,250173572001,138
64,0,4,250173508001,806,0,1,HWH,1500,250250810011,105
30,1,8,250173371021,60,0,0,HWH,300,250250606001,758
27,1,10,250214031003,187,0,0,HOH,17000,250250303002,563
41,1,10,250250813002,121,3,0,HOH,30000,250250810011,105
45,1,9,250092064001,1258,0,0,HWH,7000,250092051004,1198
28,1,10,250173535002,236,1,1,HOH,17000,250173331001,624
54,1,7,250173514042,723,0,1,HWH,3000,250173524002,202
26,1,8,250173425003,1542,0,1,HWH,1500,250173398021,1277
23,1,6,250173523001,742,3,0,HOH,30000,250250102034,1334
28,1,9,250173334004,1580,0,0,HOH,3000,250173324002,1568
40,1,8,250173401006,1289,0,1,HOH,300,250250106001,437
26,1,6,250173419026,1521,-99,1,H,17000,250214123001,526
30,1,7,250173581001,154,0,0,HWH,3000,250173731005,446
40,1,3,250251606011,1466,-99,0,HWH,17000,250251604001,1395
30,1,8,250251705011,1424,0,1,HOH,3000,250251707012,1431
35,1,6,250173417005,534,2,0,H,17000,250250909012,279
57,1,7,250173399004,1281,0,1,HWH,750,250251207001,1348
39,0,2,250250304002,1093,0,0,H,750,250250701018,854
46,1,6,250173547002,309,-99,0,HWH,300,250173540003,293
37,1,10,250173529001,211,0,0,HWH,3000,250173531022,219
38,1,9,250173563003,664,0,1,HWH,1500,250250606001,758
35,1,11,250173523001,742,2,0,HWH,30000,250173521021,738
39,1,11,250250108022,1087,0,1,HOH,7000,250250810011,105
36,1,10,250173372023,72,0,0,HWH,300,250173364013,652
42,1,10,250250007011,1004,3,1,H,1500,250173738004,544
49,1,5,250173322001,1564,0,0,HWH,1500,250251207001,1348
20,0,6,250250906002,1059,0,0,HOH,7000,250250914002,1064
16,0,7,250251708001,1435,2,1,H,1500,250250606001,758
55,0,6,250173334005,1581,0,0,HWH,750,250250106001,437
65,0,6,250251404002,1170,0,1,HWH,1500,250250801001,81
42,0,7,250251401024,1161,0,1,HWH,3000,250250810011,105
45,1,8,250173548001,840,0,1,HWH,750,250250303003,565
23,1,8,250092063001,373,-99,1,HWH,30000,250173324002,1568
38,1,11,250173361001,646,3,1,HOH,30000,250250703001,857
64,1,6,250173352005,642,0,0,HWOWH,17000,250250005022,996
29,1,7,250250606001,758,3,1,HOH,3000,250250606001,758
68,1,8,250173513001,708,-99,0,HOH,300,250173515002,820
28,1,9,250214008001,26,3,1,HWH,17000,250250810011,105
48,0,3,250214008003,30,0,1,HWH,7000,250250203011,469
34,0,7,250173523001,742,0,1,HWH,3000,250214031001,980
60,1,5,250173507006,681,-99,0,HOH,3000,250173545003,837
42,1,9,250092022004,1150,-99,1,HWOWH,300,250173534002,233
43,1,8,250250809003,103,3,0,HWH,7000,250250606001,758
29,1,5,250173573002,680,0,0,HWH,7000,250173537004,257
53,1,6,250251801013,1440,0,0,HOH,1500,250214035001,201
43,1,11,250173418006,1513,0,0,HOH,300,250173413002,1301
38,1,9,250250504002,611,0,1,HWH,1500,250250702003,856
26,1,6,250250604002,751,3,0,HOH,17000,250250701011,847
33,0,4,250250107011,1085,0,1,H,30000,250173524002,202
35,0,8,250173567021,126,0,0,HWH,750,250173567027,134
48,0,3,250251103011,1005,0,1,HWH,7000,250173324002,1568
49,0,6,250173421012,1523,0,1,HWH,17000,250173703002,422
60,1,5,250173584003,161,0,0,HOH,3000,250173531012,826
52,1,9,250250303001,561,0,1,HWH,7000,250250801001,81
31,1,6,250214121001,404,0,0,HWH,7000,250173537004,257
17,0,9,250173401003,1287,0,1,HOH,7000,250250107021,445
29,1,3,250092053001,1205,3,0,HOH,17000,250251703002,1416
28,1,9,250250805002,91,3,1,HWH,17000,250250820002,235
35,1,6,250173578004,688,2,0,H,17000,250173691004,394
38,1,6,250251701007,1412,0,1,HWOH,3000,250250303002,563
49,1,11,250173414002,529,0,0,HOH,7000,250173691004,394
28,1,11,250250917001,334,-99,1,H,17000,250251204003,1341
29,1,8,250250003022,971,0,1,H,7000,250173741001,556
42,1,4,250251105013,1144,3,1,HWOH,30000,250250921013,352
63,1,6,250250601011,1105,0,0,HWOH,750,250259813002,1460
25,0,6,250250201014,1088,0,0,HOH,17000,250250104042,1082
34,1,9,250251804002,1189,3,0,HWH,750,250251802002,1441
18,0,10,250173424003,1538,0,1,H,1500,250251604001,1395
17,0,9,250251204005,1342,2,1,HOH,7000,250250107021,445
60,1,5,250173526001,206,-99,0,HOH,3000,250173528001,824
36,1,8,250214008001,26,2,0,HWH,30000,250250006023,1313
61,1,6,250173538003,265,-99,0,HOH,7000,250250203012,1089
21,0,4,250173533001,227,0,0,HWH,17000,250173537004,257
29,1,8,250250608001,760,3,0,HWH,17000,250250606001,758
23,1,8,250250813002,121,0,0,HOH,300,250214191001,4
62,1,11,250251602002,1392,3,1,HWH,7000,250250612001,843
34,1,11,250173545001,302,0,0,HWH,17000,250214002002,178
31,1,8,250250705003,862,0,0,H,7000,250250701018,854
42,1,6,250251004004,882,0,0,HOH,750,250173736002,788
50,0,5,250214180041,1593,-99,1,HOH,750,250173501031,547
57,1,8,250092055001,1210,0,1,HOH,7000,250250801001,81
37,0,6,250250906002,1059,0,1,HWH,750,250250918003,338
28,1,2,250250821002,1054,0,0,HWH,3000,250250804011,87
